iter	MultiClass
0	0.860359324
1	0.6818962554
2	0.5283262472
3	0.4469951955
4	0.3858418981
5	0.345373788
6	0.310607536
7	0.2897179453
8	0.2685592454
9	0.2467529509
10	0.2352397834
11	0.2256278006
12	0.2165666124
13	0.2091732908
14	0.2024752912
15	0.1959764629
16	0.1899732585
17	0.1858809106
18	0.1812455245
19	0.1766289307
20	0.1712020598
21	0.1667850945
22	0.1627559701
23	0.1584680842
24	0.1567582896
25	0.1533645449
26	0.1516686013
27	0.1493768475
28	0.1464798969
29	0.1446081527
30	0.1434565096
31	0.1414360829
32	0.1395832227
33	0.1382523015
34	0.136556354
35	0.1336562877
36	0.1324308666
37	0.1310759373
38	0.1287010236
39	0.1266361355
40	0.1257070396
41	0.1241256205
42	0.1230823095
43	0.1218833412
44	0.1204973122
45	0.1197378249
46	0.1190420487
47	0.118226254
48	0.1177653431
49	0.1164149408
50	0.1142475001
51	0.1134178293
52	0.1120959671
53	0.1111519345
54	0.1106454373
55	0.1104288574
56	0.1091842546
57	0.1082735614
58	0.1081011916
59	0.1075691987
60	0.1071301533
61	0.1064735235
62	0.1063108354
63	0.1054289978
64	0.1050243121
65	0.1039290781
66	0.1030849414
67	0.1025087133
68	0.1013377199
69	0.1006917216
70	0.1003424041
71	0.09971854166
72	0.0993858134
73	0.09885652112
74	0.09835878209
75	0.0977335991
76	0.09705750201
77	0.09676412846
78	0.09607871043
79	0.09582326602
80	0.09512394507
81	0.09442724532
82	0.09372708988
83	0.09320532004
84	0.09293871401
85	0.09277760268
86	0.09245983504
87	0.09222548262
88	0.09184092549
89	0.09159611025
90	0.09127478059
91	0.09117686829
92	0.09076510409
93	0.09059485922
94	0.0900970109
95	0.08980878817
96	0.08942767806
97	0.08877434877
98	0.0882151925
99	0.08803815851
100	0.08792837687
101	0.08781295802
102	0.08735877696
103	0.08719763298
104	0.0868071392
105	0.08637925912
106	0.0861118879
107	0.0858883452
108	0.08544557667
109	0.08500388308
110	0.08475205668
111	0.08462365928
112	0.08448406412
113	0.08433490509
114	0.08420915392
115	0.08402198517
116	0.08396909091
117	0.08367335284
118	0.08354348749
119	0.08328093264
120	0.08296019919
121	0.08288833371
122	0.08278892798
123	0.08257096603
124	0.08227552448
125	0.08212530954
126	0.0817920123
127	0.08159092959
128	0.08133890703
129	0.08121488872
130	0.08103398736
131	0.08088600165
132	0.08080115676
133	0.08071383997
134	0.0804312096
135	0.08028327271
136	0.08004089684
137	0.07990626961
138	0.07975176211
139	0.07961944718
140	0.07952021181
141	0.07920168017
142	0.07919166132
143	0.07909051058
144	0.07870658824
145	0.07837764875
146	0.07826989689
147	0.07801774538
148	0.07765625245
149	0.07745865433
150	0.07735555585
151	0.07711270714
152	0.07703446154
153	0.07697311611
154	0.07665284919
155	0.07628326164
156	0.07612809413
157	0.07585460907
158	0.07567448958
159	0.07551568605
160	0.07522760385
161	0.07509590072
162	0.07495337926
163	0.07478775536
164	0.07468815367
165	0.07437579378
166	0.07421906119
167	0.0741657091
168	0.07405094556
169	0.0739743913
170	0.07380641256
171	0.07354255168
172	0.07350005103
173	0.07337932734
174	0.07318174588
175	0.07293975577
176	0.07273367444
177	0.07254361316
178	0.07247672867
179	0.07240513249
180	0.07232206656
181	0.07212134028
182	0.07200813763
183	0.07195200448
184	0.07189106654
185	0.07182388945
186	0.07173612886
187	0.07169598591
188	0.07164280105
189	0.07158273411
190	0.07137336837
191	0.07123618138
192	0.07118254013
193	0.07106996474
194	0.07098266519
195	0.07091159016
196	0.07082896566
197	0.07070260432
198	0.07054097431
199	0.07046971066
200	0.07034586992
201	0.07027882084
202	0.07017734838
203	0.07012360231
204	0.06999766542
205	0.06998876071
206	0.06987911017
207	0.06975127594
208	0.06964237596
209	0.06956942867
210	0.06941893225
211	0.06933279172
212	0.06923828669
213	0.06916855648
214	0.06904371629
215	0.06901856392
216	0.06879921596
217	0.06873738539
218	0.06862482456
219	0.06854377234
220	0.06841739121
221	0.06836936956
222	0.06824958713
223	0.06802208875
224	0.06799329244
225	0.06789128281
226	0.0677687015
227	0.06759976179
228	0.06754492129
229	0.06738979157
230	0.06738538329
231	0.06724892727
232	0.06713798982
233	0.06708299645
234	0.06700362892
235	0.06688597047
236	0.06679604033
237	0.06668170151
238	0.06661772017
239	0.06658417958
240	0.06648132276
241	0.06636300007
242	0.06635291067
243	0.06623576307
244	0.06617606803
245	0.06611302829
246	0.06605411674
247	0.06602403924
248	0.06596699789
249	0.06588009769
250	0.06583322229
251	0.06570945954
252	0.06564701037
253	0.06557379778
254	0.06546619478
255	0.06543164122
256	0.06533499173
257	0.06529044299
258	0.06518150165
259	0.06513977494
260	0.06508020302
261	0.06503256716
262	0.06500443078
263	0.06488599516
264	0.0648522696
265	0.06477913742
266	0.06475011308
267	0.06458792318
268	0.06451030228
269	0.06438583153
270	0.06436001019
271	0.06427208476
272	0.06424110182
273	0.06416805386
274	0.06413800373
275	0.06402927093
276	0.06390771238
277	0.06379833952
278	0.06367890314
279	0.06359265332
280	0.06351351634
281	0.06341290573
282	0.06336603699
283	0.06324585661
284	0.06316202722
285	0.0630656818
286	0.06299918821
287	0.06289183175
288	0.06282145107
289	0.0627452158
290	0.06269118824
291	0.06264505377
292	0.06255691108
293	0.06252179915
294	0.0624032536
295	0.06233852343
296	0.0622709588
297	0.06221569717
298	0.06219558945
299	0.06214961219
300	0.06206676537
301	0.06203815142
302	0.06195920861
303	0.06192596676
304	0.06188641573
305	0.06184992696
306	0.06174563707
307	0.06172518626
308	0.06163008624
309	0.06159596808
310	0.06152008767
311	0.06147640492
312	0.06137920422
313	0.06135660317
314	0.06128245397
315	0.06115694223
316	0.06113804139
317	0.06109101475
318	0.06107007923
319	0.0610292308
320	0.06095123422
321	0.06090234124
322	0.06086281678
323	0.06080801554
324	0.06076321761
325	0.06072973425
326	0.06068946512
327	0.06066595119
328	0.06062800537
329	0.06060909782
330	0.06054899357
